#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_ACMW01000127.1/43857-43740              -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.47   0.0  110.9   4.1e-23 !   -
ASLM20b_GJMWM0N02JOD1I/248-365             -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.58   0.0  110.9   4.2e-23 !   -
NC_010996.1/126900-126781                  -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.61   0.0  110.9   4.2e-23 !   -
LWSO2_GGWJX9X02IFD7Y/261-144               -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.61   0.0  110.9   4.3e-23 !   -
LWFCAnN_GO09JKT02JHQRX/61-178              -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.61   0.0  110.8   4.3e-23 !   -
A5_c1_Cons67892/725-606                    -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.57   0.0  110.8   4.4e-23 !   -
scaffold225158_3_MH0006/1041-926           -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.48   0.0  110.8   4.4e-23 !   -
FIHLEPW02P07XU/5-124                       -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.61   0.0  110.8   4.4e-23 !   -
LWFCAn_GLO1YSU01CW8VX/181-299              -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.56   0.0  110.8   4.4e-23 !   -
FIHLEPW02SSHU0/260-142                     -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.71   2.1  110.7   4.8e-23 !   -
ASMM170b_GM97KZC01EI58W/247-128            -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.62   0.0  110.7   4.8e-23 !   -
ASLM90b_GJFDWOI02FQ40M/141-24              -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.59   0.0  110.6   4.9e-23 !   -
ASLM20b_contig04018/62-181                 -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.58   0.0  110.6   4.9e-23 !   -
NC_015597.1/8490-8608                      -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.63   0.0  110.6     5e-23 !   -
LWFCAnN_GO09JKT01C7C7Z/137-20              -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.59   0.0  110.6     5e-23 !   -
FIHLEPW02RCD2Y/193-311                     -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.61   0.0  110.5   5.2e-23 !   -
2033813406/357-239                         -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.59   0.0  110.5   5.3e-23 !   -
LWFCA_GLZZ6Z001ATM3S/296-412               -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.44   0.0  110.4   5.4e-23 !   -
FWIRElOz_GKZ9IRQ02GY1N6/281-164            -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.57   0.0  110.4   5.4e-23 !   -
2222084012.159_1/1960-1844                 -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.38   0.0  110.4   5.5e-23 !   -
FWIRElOz_GKZ9IRQ02G1YUX/356-239            -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.61   0.0  110.4   5.6e-23 !   -
NZ_AKAU01000186.1/26426-26542              -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.56   0.0  110.3   5.8e-23 !   -
ARMCC_Contig_200666/155-37                 -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.59   0.0  110.3   5.9e-23 !   -
MA40A_F51MHD002I2V1O/181-66                -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.52   0.0  110.3   5.9e-23 !   -
NC_008609.1/588498-588616                  -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.59   0.0  110.2   6.1e-23 !   -
LWFCA_GLZZ6Z001A2G0R/167-49                -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.54   0.0  110.2   6.3e-23 !   -
ASLM90b_GN81PCX02GPMEM/213-328             -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.54   0.0  110.1   6.4e-23 !   -
LWFCAnN_GO09JKT01AQ0BB/128-243             -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.54   0.0  110.1   6.5e-23 !   -
ASLM90b_GN81PCX02GABM3/419-301             -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.61   0.0  110.1   6.6e-23 !   -
NZ_ABQZ01000206.1/524-405                  -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.63   0.0  110.1   6.6e-23 !   -
SakLake120mDRAFT_c0015598/384-268          -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.46   0.0  110.1   6.7e-23 !   -
NZ_CM001240.1/5806435-5806318              -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.42   0.0  110.1   6.7e-23 !   -
LWAnNNiSIP_GDN60OX01APK92/26-144           -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.65   0.1  110.0     7e-23 !   -
ASLM90b_GN81PCX02GYMYO/203-321             -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.59   0.0  109.9   7.4e-23 !   -
NC_011983.1/1749142-1749258                -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.58   0.0  109.9   7.5e-23 !   -
PermFrostAlaska_NODE_134/1857-1739         -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.62   0.0  109.8   7.6e-23 !   -
FIHLEPW02Q14HS/127-10                      -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.57   0.0  109.8   7.7e-23 !   -
F3OLC3J01B2LUZ/345-461                     -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.60   0.0  109.7     8e-23 !   -
FIHLEPW02P69FB/232-115                     -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.53   0.0  109.7   8.1e-23 !   -
ASLM20b_GM71RDO02F8RL9/169-289             -         group-II-D1D4-2      RF01999    cm        1      118        1      121      +    no    1 0.59   0.0  109.7   8.1e-23 !   -
scaffold60128_1_V1.UC-14/218-333           -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.47   0.0  109.7   8.1e-23 !   -
LWSO_GLQAYWI02FJNST/204-88                 -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.67   0.1  109.7   8.2e-23 !   -
GYO3UBL02IX0DT/186-66                      -         group-II-D1D4-2      RF01999    cm        1      118        1      121      +    no    1 0.58   0.0  109.7   8.3e-23 !   -
FIHLEPW02SXG97/44-161                      -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.61   0.0  109.7   8.4e-23 !   -
F3OLC3J02JHVCP/394-510                     -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.60   0.0  109.6   8.5e-23 !   -
CGUI_GFCP3IQ02HNXKI/191-308                -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.42   0.0  109.6   8.5e-23 !   -
ASLM20b_GM71RDO02IA30X/130-249             -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.63   0.1  109.6   8.7e-23 !   -
NC_009337.1/169645-169759                  -         group-II-D1D4-2      RF01999    cm        1      118        1      115      +    no    1 0.56   0.0  109.6   8.7e-23 !   -
Cons98331/186-306                          -         group-II-D1D4-2      RF01999    cm        1      118        1      121      +    no    1 0.59   0.0  109.5   8.9e-23 !   -
BSRL3_Contig_8284/157-274                  -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.65   0.0  109.5     9e-23 !   -
botACOD_GAKN62C01BGFY8/69-185              -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.63   0.0  109.5   9.3e-23 !   -
ASMM170b_GJFD58A01AHTI2/64-183             -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.59   0.0  109.4   9.6e-23 !   -
F3OLC3J02FTP7J/331-448                     -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.59   0.0  109.4   9.9e-23 !   -
84946395/109-229                           -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.62   0.0  109.3     1e-22 !   -
NZ_CM000772.1/54206-54090                  -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.48   0.0  109.3     1e-22 !   -
ADZX01000395.1/5373-5490                   -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.52   0.0  109.3     1e-22 !   -
KVRM_1_1_1_newblercontig01073/55-170       -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.67   0.2  109.3   1.1e-22 !   -
B3_all_c_Cons69554/394-510                 -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.63   0.0  109.3   1.1e-22 !   -
AERA01022436.1/140-255                     -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.66   0.0  109.2   1.1e-22 !   -
LWFCAnN_GO09JKT01DSFZD/272-154             -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.55   0.0  109.2   1.1e-22 !   -
ASLM20b_GM71RDO02IM6S0/183-67              -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.68   0.2  109.2   1.1e-22 !   -
07_22_PECTIN_DNA_scaffold75289_3/3080-3196 -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.43   0.0  109.1   1.1e-22 !   -
CABP01000036.1/1293-1176                   -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.67   0.1  109.1   1.1e-22 !   -
PRT_FXEMIOB02G7BCI/115-1                   -         group-II-D1D4-2      RF01999    cm        1      115        1      115      +    3'    3 0.63   0.0  109.0   1.2e-22 !   -
LWSO_GFMCQXZ02GC67A/227-343                -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.54   0.0  109.0   1.2e-22 !   -
NZ_AKVN01000024.1/15913-16029              -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.46   0.0  108.9   1.3e-22 !   -
TB_AS07_7DRAFT_10022566/533-650            -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.55   0.0  108.9   1.3e-22 !   -
ARWTCa_c323612/205-90                      -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.63   0.0  108.9   1.3e-22 !   -
scaffold35470_2_MH0069/383-499             -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.44   0.0  108.9   1.3e-22 !   -
BMHBC_108660/1994-2108                     -         group-II-D1D4-2      RF01999    cm        1      118        1      115      +    no    1 0.48   0.0  108.9   1.3e-22 !   -
BSRL3_Contig_21934/4-122                   -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.60   0.0  108.8   1.3e-22 !   -
LWFCA_GLZZ6Z001EP9I3/153-269               -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.55   0.0  108.8   1.3e-22 !   -
ASHM485B_GQ8TDHF02F9XOG/18-138             -         group-II-D1D4-2      RF01999    cm        1      118        1      121      +    no    1 0.59   0.0  108.8   1.4e-22 !   -
NZ_CAFB01000049.1/16730-16613              -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.55   0.0  108.8   1.4e-22 !   -
ASLM20b_GJMWM0N02IHAOX/202-318             -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.56   0.0  108.8   1.4e-22 !   -
NC_013216.1/747711-747825                  -         group-II-D1D4-2      RF01999    cm        1      118        1      115      +    no    1 0.52   0.0  108.7   1.4e-22 !   -
FIHLEPW02QOI1B/342-223                     -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.59   0.0  108.7   1.4e-22 !   -
ASHM485B_GQ8TDHF02GY9DT/42-159             -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.58   0.0  108.7   1.4e-22 !   -
